# Sherical harmonic coefficients for the Average Magnetic field and Polar current System (AMPS) model
# Produced Aug 2026
#
# Based on magnetic field measurements from CHAMP (2001-08 to 2010-09) and Swarm (2013-12 to 2026-04).
# Reference: Laundal et al., "Solar wind and seasonal influence on ionospheric currents", Journal of Geophysical Research - Space Physics, doi:10.1029/2018JA025387, 2018
#
# Coefficient unit: nT
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T) and 45, 3 (for V)
# 
# column names:
# n m tor_c_const tor_s_const pol_c_const pol_s_const tor_c_sinca tor_s_sinca pol_c_sinca pol_s_sinca tor_c_cosca tor_s_cosca pol_c_cosca pol_s_cosca tor_c_epsilon tor_s_epsilon pol_c_epsilon pol_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca pol_c_epsilon_sinca pol_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca pol_c_epsilon_cosca pol_s_epsilon_cosca tor_c_tilt tor_s_tilt pol_c_tilt pol_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca pol_c_tilt_sinca pol_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca pol_c_tilt_cosca pol_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon pol_c_tilt_epsilon pol_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca pol_c_tilt_epsilon_sinca pol_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca pol_c_tilt_epsilon_cosca pol_s_tilt_epsilon_cosca tor_c_tau tor_s_tau pol_c_tau pol_s_tau tor_c_tau_sinca tor_s_tau_sinca pol_c_tau_sinca pol_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca pol_c_tau_cosca pol_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau pol_c_tilt_tau pol_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca pol_c_tilt_tau_sinca pol_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca pol_c_tilt_tau_cosca pol_s_tilt_tau_cosca tor_c_f107 tor_s_f107 pol_c_f107 pol_s_f107
41 3 -0.0494894 -0.1172478  0.0176976  0.0880956  0.0009448 -0.0086461 -0.0353148 -0.0139845  0.0483602  0.0980574 -0.0025146  0.0089604 -0.0141643 -0.0089334 -0.0052333 -0.0686539  0.0009191  0.0028154  0.0061063  0.0043298 -0.0314311 -0.0445535 -0.0024127 -0.0638158 -0.0007000 -0.0011911 -0.0013224  0.0016118  0.0010710 -0.0004837 -0.0012911  0.0004435  0.0001836 -0.0002815 -0.0018712 -0.0049875  0.0003224 -0.0004906  0.0011190  0.0031282 -0.0008800 -0.0004321  0.0001708 -0.0000549 -0.0010698 -0.0015359  0.0014527  0.0041571  0.0139986  0.0104780 -0.0005925  0.0392090  0.0001543  0.0008434  0.0006649 -0.0013892 -0.0178396 -0.0167518  0.0000158 -0.0504235 -0.0000341 -0.0009265 -0.0007209 -0.0024531  0.0004560 -0.0008200  0.0000783  0.0000214  0.0006056 -0.0003344  0.0011004  0.0034064 -0.0001875 -0.0022511 -0.0003076 -0.0007890
42 0  0.0257690        NaN  0.0738272        NaN  0.0020107        NaN -0.0465955        NaN -0.0100101        NaN -0.0131184        NaN -0.0094518        NaN -0.0173624        NaN -0.0010131        NaN  0.0225481        NaN -0.0022527        NaN -0.0018599        NaN  0.0006702        NaN -0.0030752        NaN -0.0003457        NaN -0.0004897        NaN -0.0007105        NaN  0.0018038        NaN  0.0002752        NaN  0.0001945        NaN  0.0007669        NaN  0.0003991        NaN  0.0007524        NaN -0.0012621        NaN  0.0006430        NaN  0.0069545        NaN -0.0000585        NaN  0.0047449        NaN -0.0019492        NaN -0.0079086        NaN -0.0000426        NaN  0.0003670        NaN -0.0026277        NaN  0.0003166        NaN -0.0000389        NaN -0.0002416        NaN  0.0003129        NaN -0.0002777        NaN
42 1 -0.0026116  0.0121270 -0.0427107 -0.0615668 -0.0804059  0.0350572  0.0222628 -0.0107190 -0.0153505 -0.0011460 -0.0216632  0.0405640  0.0073072  0.0019200 -0.0043512  0.0460961  0.0384204 -0.0081357 -0.0079562  0.0033393  0.0079466  0.0033631  0.0177967  0.0327119 -0.0135422  0.0089885  0.0015630 -0.0020490  0.0014639 -0.0004149  0.0038568  0.0005583 -0.0016445  0.0018181 -0.0003421 -0.0002273  0.0032116 -0.0026901 -0.0013208 -0.0005263 -0.0017977 -0.0013452 -0.0008331  0.0000045  0.0009668 -0.0005466 -0.0010733 -0.0006862 -0.0051300 -0.0002535  0.0079798 -0.0269207 -0.0086859 -0.0006111 -0.0010064 -0.0006271  0.0058264  0.0009118 -0.0092562  0.0207722 -0.0009683 -0.0023020  0.0009443  0.0006616 -0.0005527 -0.0013766  0.0007598  0.0001009  0.0042080  0.0002597 -0.0010739 -0.0003855  0.0027944  0.0017861 -0.0010321 -0.0005336
42 2 -0.0150180 -0.1284817  0.0314317  0.1010997 -0.0030088 -0.0139392  0.0646594 -0.0099842  0.0321276  0.1988910 -0.0049490 -0.0033016 -0.0118193 -0.0138600  0.0302988 -0.0333924  0.0030062  0.0042238 -0.0278488  0.0052846 -0.0195211 -0.0730981  0.0402926 -0.0126992  0.0005301  0.0009189 -0.0019794 -0.0026957  0.0000908 -0.0001063  0.0001704  0.0008648 -0.0002705 -0.0022058  0.0027535 -0.0039223 -0.0007452 -0.0007775 -0.0005168  0.0010267 -0.0003688  0.0003453  0.0001292 -0.0000586 -0.0000378 -0.0004136 -0.0013959  0.0016005  0.0101029  0.0102187 -0.0403219  0.0104114 -0.0002845  0.0003756 -0.0041462  0.0003307 -0.0120592 -0.0375701  0.0411297 -0.0172106 -0.0000047  0.0001689  0.0007374 -0.0005267  0.0034133 -0.0001957 -0.0004677  0.0000157  0.0002361 -0.0004088 -0.0009519  0.0013619 -0.0004338 -0.0051302 -0.0002541 -0.0004986
42 3  0.0181698 -0.0025268  0.0874483  0.2585351  0.0127376 -0.0007871 -0.0195654  0.0174965 -0.0152005  0.0021261 -0.1255329 -0.2987778 -0.0029035 -0.0034156  0.0535323  0.0368628 -0.0082116  0.0035252 -0.0000805 -0.0043492  0.0026633 -0.0062228  0.1029324  0.1297807  0.0005993 -0.0059034  0.0009886  0.0011016 -0.0010379 -0.0008730 -0.0017536 -0.0016466  0.0015148  0.0006080 -0.0016883  0.0003654  0.0004950  0.0017297 -0.0003011 -0.0012216  0.0004180 -0.0013010  0.0003522  0.0003671 -0.0032715  0.0005208  0.0001269 -0.0012525 -0.0008896  0.0006961 -0.0549275 -0.0568690  0.0030061  0.0010813  0.0005829 -0.0017613 -0.0006565 -0.0012256  0.0678497  0.0698899  0.0016566  0.0005093 -0.0000458  0.0007593  0.0008744  0.0003032 -0.0003849  0.0001091 -0.0015483 -0.0017934  0.0000521 -0.0009853 -0.0004054  0.0006818 -0.0000188  0.0002413
43 0 -0.0037074        NaN -0.1058683        NaN -0.0172768        NaN  0.0335942        NaN -0.0040375        NaN  0.0121210        NaN  0.0039769        NaN -0.0020665        NaN -0.0064898        NaN -0.0098216        NaN  0.0029093        NaN -0.0055252        NaN -0.0051915        NaN  0.0011253        NaN  0.0006508        NaN -0.0021939        NaN -0.0018096        NaN -0.0005690        NaN  0.0009952        NaN  0.0003582        NaN  0.0004073        NaN  0.0009046        NaN  0.0019861        NaN  0.0010062        NaN -0.0019111        NaN  0.0071563        NaN -0.0107608        NaN  0.0026913        NaN  0.0007148        NaN -0.0095938        NaN -0.0007215        NaN -0.0004508        NaN -0.0015097        NaN -0.0002228        NaN  0.0021732        NaN  0.0004552        NaN  0.0012078        NaN -0.0003389        NaN
43 1  0.0102046  0.0326308 -0.0150184  0.0166574 -0.0089820 -0.0014625  0.1268699  0.0286378  0.0253312  0.0551891  0.0194500 -0.0579749  0.0018392 -0.0133807 -0.0135950  0.0102160  0.0036868  0.0028356 -0.0489042  0.0052405 -0.0072838 -0.0383006 -0.0242142  0.0242835  0.0008497  0.0002324 -0.0038215 -0.0056899 -0.0029679  0.0012146  0.0017303 -0.0002327 -0.0001216  0.0004436  0.0015970  0.0007932 -0.0004449 -0.0001030 -0.0007259  0.0014946  0.0010961 -0.0012858 -0.0007006 -0.0001124  0.0000833 -0.0013854 -0.0015260  0.0014164 -0.0029405  0.0111098  0.0163371 -0.0076857  0.0003167 -0.0005535  0.0099109  0.0038659  0.0019967 -0.0189612 -0.0137347  0.0174831  0.0006713 -0.0006920  0.0014026 -0.0007715 -0.0004851 -0.0002383  0.0002003 -0.0000458  0.0001768 -0.0004944 -0.0011818  0.0002739 -0.0013639 -0.0020482 -0.0002182  0.0000224
43 2  0.0157258 -0.0067436  0.1157984  0.1717018 -0.0248934  0.0072772 -0.0050479  0.0148895 -0.0047004 -0.0043499 -0.0730863 -0.2716037 -0.0027072 -0.0033150  0.0298026  0.0466143  0.0137845 -0.0003418  0.0035498 -0.0003655 -0.0012958 -0.0010765  0.0674917  0.1270043  0.0046090 -0.0072536  0.0002183  0.0011988 -0.0016021 -0.0004301  0.0024857 -0.0015449  0.0011773  0.0039571 -0.0004846 -0.0004142  0.0012769 -0.0004219  0.0002150 -0.0003104 -0.0003488 -0.0003563 -0.0013369  0.0003600 -0.0023440  0.0004789  0.0002618 -0.0004678  0.0012005 -0.0029270 -0.0330144 -0.0515158  0.0086277  0.0018148 -0.0079105 -0.0019302 -0.0015491 -0.0000619  0.0412609  0.0831966  0.0016072 -0.0035861 -0.0004847  0.0005974  0.0016792  0.0005920  0.0000023  0.0000565 -0.0014909 -0.0039490  0.0004539 -0.0003188 -0.0037522  0.0033254  0.0000436  0.0003014
43 3 -0.0681906 -0.1621805  0.0012649  0.0372854  0.0013489 -0.0062021 -0.0353543 -0.0063646  0.0584123  0.0876100  0.0192556  0.0593251 -0.0074538  0.0105204 -0.0041778 -0.0418279 -0.0000816  0.0018649  0.0093138  0.0008643 -0.0274519 -0.0216117 -0.0117836 -0.0507965  0.0014014  0.0023515 -0.0000183  0.0055347  0.0006918  0.0008410 -0.0007829  0.0009063 -0.0005846 -0.0005587 -0.0022465 -0.0062331 -0.0004338 -0.0003791  0.0013881  0.0020412  0.0004355  0.0002984  0.0000453 -0.0001384  0.0010368  0.0009819  0.0019278  0.0039726  0.0124435  0.0051501  0.0010877  0.0208488 -0.0016571  0.0007092 -0.0012520 -0.0004116 -0.0134313  0.0052157 -0.0034822 -0.0329675  0.0001105  0.0013273 -0.0010300 -0.0018828 -0.0000387  0.0007192  0.0001448 -0.0001113 -0.0006525 -0.0003127  0.0015343  0.0026252  0.0003263  0.0018682 -0.0000518 -0.0003033
44 0 -0.0024227        NaN  0.0602969        NaN -0.0006462        NaN  0.0242102        NaN  0.0090782        NaN -0.0176967        NaN -0.0029614        NaN -0.0272576        NaN -0.0005126        NaN  0.0065842        NaN -0.0058239        NaN -0.0165090        NaN -0.0008132        NaN -0.0016963        NaN  0.0015397        NaN  0.0012241        NaN  0.0005263        NaN  0.0004067        NaN -0.0007215        NaN  0.0011113        NaN -0.0014630        NaN  0.0000555        NaN -0.0012976        NaN  0.0003425        NaN  0.0031410        NaN  0.0168466        NaN  0.0000729        NaN  0.0087483        NaN -0.0028054        NaN -0.0158559        NaN  0.0006121        NaN -0.0006874        NaN  0.0018424        NaN  0.0002244        NaN -0.0005343        NaN  0.0008661        NaN -0.0003318        NaN -0.0002220        NaN
44 1  0.0076969 -0.0022292  0.0099228 -0.1274257 -0.0624741  0.0105882 -0.0000362 -0.0082541 -0.0108783 -0.0073357  0.0423035 -0.0158930  0.0003050 -0.0014479 -0.0073985  0.0409672  0.0307104 -0.0020558 -0.0041757  0.0021653  0.0074064 -0.0034913  0.0000079  0.0335682  0.0150470 -0.0051311  0.0003424 -0.0013739 -0.0018608  0.0001863  0.0054581  0.0017261  0.0002951 -0.0003615  0.0000946 -0.0003639 -0.0013941  0.0014003 -0.0009834 -0.0000908  0.0015695  0.0010457 -0.0013608 -0.0001414  0.0008335 -0.0002242 -0.0006820 -0.0003038 -0.0023925  0.0012426  0.0119833 -0.0142081 -0.0126887  0.0000244 -0.0014650 -0.0031282  0.0029567 -0.0010968 -0.0164197  0.0184955 -0.0004680  0.0022656  0.0005630  0.0003425  0.0004440  0.0010749  0.0005703 -0.0000544 -0.0020780 -0.0004410 -0.0006620 -0.0001075 -0.0022398 -0.0014056  0.0005477  0.0000938
44 2 -0.0394349 -0.1728604  0.0250132  0.0925631 -0.0007290 -0.0048547  0.0298229 -0.0171007  0.0377958  0.1401213 -0.0080334  0.0286140 -0.0043554  0.0222090  0.0251320 -0.0399787  0.0026043  0.0025285 -0.0187196  0.0027792 -0.0219692 -0.0394386  0.0307710 -0.0308950  0.0001879  0.0002620 -0.0014722  0.0048436 -0.0018925  0.0025886 -0.0001048  0.0014432  0.0002053  0.0020425  0.0024048 -0.0034997  0.0004676 -0.0003959 -0.0000225  0.0002987  0.0013487 -0.0012304  0.0000354 -0.0003122  0.0000523 -0.0004169 -0.0005741  0.0015080  0.0101671  0.0048791 -0.0310877  0.0227237  0.0007643 -0.0004143 -0.0085937  0.0015939 -0.0137183 -0.0134654  0.0321529 -0.0317260 -0.0000710  0.0004408 -0.0000048 -0.0004283 -0.0025031 -0.0000272 -0.0003188 -0.0000593 -0.0002190 -0.0003448 -0.0000929  0.0010538  0.0004503  0.0038793  0.0000574 -0.0002664
44 3  0.0051171 -0.0001208  0.0628182  0.3669474  0.0146534 -0.0077786 -0.0443626  0.0130652 -0.0081440  0.0081434 -0.1310067 -0.2442594 -0.0018520 -0.0005966  0.0311182 -0.0497089 -0.0048098 -0.0004600  0.0073967 -0.0027013  0.0008843 -0.0035457  0.0964486  0.0543092 -0.0044490  0.0002536  0.0008298  0.0004231  0.0016126  0.0010107 -0.0026262 -0.0014610  0.0013860  0.0016846 -0.0012573  0.0016833  0.0002192 -0.0012816 -0.0007743 -0.0016459 -0.0004136  0.0011631  0.0006571  0.0000769  0.0025045 -0.0013774 -0.0005695 -0.0020422  0.0009690  0.0029811 -0.0490338 -0.0121063  0.0027326 -0.0027072  0.0028393 -0.0028796  0.0021632 -0.0024816  0.0597853  0.0080564 -0.0014836  0.0000639  0.0005235  0.0011148 -0.0008629 -0.0003584 -0.0002177  0.0002954  0.0013111  0.0010292 -0.0004489 -0.0015247  0.0002605 -0.0005638 -0.0001788 -0.0002489
45 0  0.0086874        NaN  0.0399182        NaN -0.0270282        NaN  0.0349392        NaN -0.0074010        NaN -0.0146529        NaN  0.0007841        NaN  0.0135965        NaN  0.0006283        NaN -0.0114464        NaN  0.0034847        NaN  0.0251206        NaN  0.0077979        NaN  0.0005489        NaN  0.0001921        NaN -0.0000110        NaN  0.0004190        NaN  0.0005580        NaN -0.0009385        NaN -0.0007806        NaN -0.0004133        NaN  0.0003156        NaN -0.0004522        NaN -0.0006122        NaN -0.0024473        NaN -0.0150332        NaN -0.0076667        NaN  0.0021556        NaN  0.0029985        NaN  0.0125944        NaN -0.0001866        NaN  0.0005484        NaN  0.0012126        NaN -0.0000524        NaN -0.0012056        NaN -0.0006882        NaN -0.0010895        NaN  0.0005531        NaN
45 1 -0.0004574  0.0354852 -0.0151765  0.0389912 -0.0066506 -0.0008397  0.1057126 -0.0021357  0.0174565  0.0470168  0.0314135 -0.0516319  0.0065204 -0.0149992 -0.0113777  0.0102073  0.0007244  0.0002272 -0.0322295 -0.0079166 -0.0050565 -0.0190940 -0.0201194  0.0301545 -0.0002578 -0.0000289 -0.0014611 -0.0002680 -0.0013608  0.0002438  0.0009803 -0.0006690 -0.0005438  0.0001783  0.0008149 -0.0009396  0.0005715 -0.0003122 -0.0005090  0.0002333  0.0005337  0.0006591 -0.0005559 -0.0001141  0.0003140  0.0006320 -0.0013106  0.0003692 -0.0048367  0.0086978  0.0143891 -0.0161465 -0.0002111 -0.0000645  0.0063170 -0.0016754  0.0014818 -0.0096342 -0.0150006  0.0243277 -0.0007118  0.0010647  0.0010840  0.0002280 -0.0007396  0.0001007  0.0002578  0.0001365  0.0000043 -0.0000907 -0.0009076 -0.0002642  0.0011794  0.0017038 -0.0001316  0.0000066
45 2 -0.0029859  0.0094629  0.0425623  0.2903193 -0.0088469 -0.0098118 -0.0353654  0.0078085  0.0000785 -0.0033391 -0.0919398 -0.1580213 -0.0047790  0.0041035  0.0128920 -0.0076680  0.0075358 -0.0008024  0.0095117  0.0023814 -0.0022902 -0.0010736  0.0619597  0.0715543 -0.0047159  0.0039965  0.0011549  0.0019668  0.0018119  0.0003567  0.0012080 -0.0013414 -0.0011290 -0.0015688 -0.0009228  0.0006100 -0.0005263 -0.0002984 -0.0003669 -0.0016538  0.0003179  0.0004152 -0.0008527  0.0004206  0.0028442 -0.0011026 -0.0002940 -0.0019770  0.0029389  0.0054536 -0.0291570 -0.0360403  0.0061208 -0.0026573 -0.0043692 -0.0015077 -0.0024555 -0.0001354  0.0386832  0.0498985 -0.0015892  0.0031037  0.0000899  0.0017004 -0.0014600 -0.0005629 -0.0002253  0.0001229  0.0015283  0.0024118 -0.0000218 -0.0016371  0.0028020 -0.0028819 -0.0006648 -0.0002104
45 3 -0.0557449 -0.1360447 -0.0462869 -0.0567404  0.0024088 -0.0027867 -0.0362426 -0.0072426  0.0441998  0.0372680  0.0271536  0.0649807  0.0084093  0.0455411  0.0102535 -0.0117314  0.0010907  0.0017082  0.0130397 -0.0032415 -0.0244053 -0.0057923 -0.0007073 -0.0267681 -0.0004744 -0.0015644 -0.0005962  0.0031699  0.0016408 -0.0008957 -0.0007019  0.0009043 -0.0000515  0.0006050 -0.0030004 -0.0051759  0.0002593 -0.0004226  0.0009410  0.0006876 -0.0011137 -0.0000532  0.0001057 -0.0001385 -0.0007167 -0.0015096  0.0015005  0.0023381  0.0059698 -0.0044208 -0.0058379  0.0069846  0.0005690  0.0008995 -0.0012660  0.0004558 -0.0051031  0.0108366  0.0053907 -0.0113849 -0.0001111 -0.0006913 -0.0006679 -0.0004774  0.0002548 -0.0007147  0.0001457 -0.0001759  0.0006254 -0.0002469  0.0011504  0.0011311 -0.0002307 -0.0017702 -0.0000146 -0.0004910
46 0 -0.0174432        NaN        NaN        NaN -0.0021183        NaN        NaN        NaN  0.0218208        NaN        NaN        NaN -0.0016905        NaN        NaN        NaN -0.0011548        NaN        NaN        NaN -0.0074002        NaN        NaN        NaN  0.0007488        NaN        NaN        NaN -0.0021261        NaN        NaN        NaN -0.0009358        NaN        NaN        NaN  0.0005214        NaN        NaN        NaN  0.0012517        NaN        NaN        NaN  0.0009733        NaN        NaN        NaN  0.0008702        NaN        NaN        NaN  0.0000846        NaN        NaN        NaN -0.0032734        NaN        NaN        NaN -0.0004476        NaN        NaN        NaN -0.0022530        NaN        NaN        NaN  0.0003961        NaN        NaN        NaN  0.0002646        NaN        NaN        NaN
46 1  0.0047886  0.0067259        NaN        NaN -0.0324667  0.0206027        NaN        NaN -0.0113709 -0.0057290        NaN        NaN  0.0008271 -0.0006723        NaN        NaN  0.0156282 -0.0065364        NaN        NaN  0.0028972 -0.0000634        NaN        NaN -0.0111472  0.0078227        NaN        NaN  0.0011110 -0.0005710        NaN        NaN -0.0020639  0.0021925        NaN        NaN  0.0020824 -0.0021700        NaN        NaN -0.0009948 -0.0004965        NaN        NaN  0.0010805 -0.0009928        NaN        NaN  0.0001527  0.0059404        NaN        NaN -0.0004809 -0.0003407        NaN        NaN  0.0017302 -0.0032065        NaN        NaN -0.0009566 -0.0015217        NaN        NaN -0.0003733 -0.0008498        NaN        NaN  0.0031515  0.0000770        NaN        NaN  0.0017916  0.0010253        NaN        NaN
46 2 -0.0241424 -0.1524287        NaN        NaN  0.0004060  0.0013245        NaN        NaN  0.0279128  0.0481128        NaN        NaN  0.0004346  0.0503589        NaN        NaN  0.0006663 -0.0000467        NaN        NaN -0.0161891 -0.0071262        NaN        NaN  0.0002301 -0.0002949        NaN        NaN  0.0020893 -0.0014276        NaN        NaN  0.0002342 -0.0012343        NaN        NaN -0.0005047 -0.0002119        NaN        NaN -0.0010441  0.0005423        NaN        NaN -0.0000969 -0.0003114        NaN        NaN  0.0107815 -0.0076978        NaN        NaN -0.0001092 -0.0006997        NaN        NaN -0.0103517 -0.0006145        NaN        NaN  0.0000551 -0.0000102        NaN        NaN  0.0026971 -0.0002269        NaN        NaN  0.0001623 -0.0001486        NaN        NaN -0.0004920 -0.0036004        NaN        NaN
46 3  0.0142329 -0.0065081        NaN        NaN  0.0147655 -0.0017345        NaN        NaN -0.0034897  0.0069947        NaN        NaN -0.0017557 -0.0027210        NaN        NaN -0.0098996  0.0049036        NaN        NaN -0.0010890 -0.0053547        NaN        NaN  0.0011624 -0.0043754        NaN        NaN -0.0008452 -0.0007281        NaN        NaN -0.0001368 -0.0018119        NaN        NaN  0.0003431  0.0019008        NaN        NaN  0.0002254 -0.0009984        NaN        NaN -0.0022566  0.0013685        NaN        NaN  0.0008781 -0.0004700        NaN        NaN  0.0032523  0.0008489        NaN        NaN -0.0019979 -0.0029278        NaN        NaN  0.0012968  0.0001896        NaN        NaN  0.0005556  0.0003295        NaN        NaN -0.0009368 -0.0006679        NaN        NaN -0.0002521  0.0004799        NaN        NaN
47 0  0.0017641        NaN        NaN        NaN -0.0449275        NaN        NaN        NaN -0.0128747        NaN        NaN        NaN -0.0004725        NaN        NaN        NaN  0.0070998        NaN        NaN        NaN  0.0036518        NaN        NaN        NaN -0.0062194        NaN        NaN        NaN -0.0003177        NaN        NaN        NaN -0.0002838        NaN        NaN        NaN  0.0007876        NaN        NaN        NaN  0.0003547        NaN        NaN        NaN  0.0011060        NaN        NaN        NaN -0.0005367        NaN        NaN        NaN -0.0139259        NaN        NaN        NaN  0.0007714        NaN        NaN        NaN -0.0005965        NaN        NaN        NaN -0.0010895        NaN        NaN        NaN  0.0015844        NaN        NaN        NaN  0.0009629        NaN        NaN        NaN
47 1  0.0033659  0.0201986        NaN        NaN -0.0022730 -0.0034535        NaN        NaN  0.0085281  0.0383887        NaN        NaN  0.0053185 -0.0021913        NaN        NaN  0.0020431  0.0023016        NaN        NaN  0.0023545 -0.0151289        NaN        NaN  0.0006665 -0.0001397        NaN        NaN -0.0024989  0.0010346        NaN        NaN  0.0001979  0.0001673        NaN        NaN -0.0003611  0.0000759        NaN        NaN  0.0009905 -0.0009874        NaN        NaN  0.0000111 -0.0008809        NaN        NaN -0.0030580 -0.0047133        NaN        NaN -0.0000980  0.0000280        NaN        NaN  0.0031614 -0.0092425        NaN        NaN  0.0006610 -0.0005880        NaN        NaN -0.0000948 -0.0002309        NaN        NaN -0.0000420 -0.0002162        NaN        NaN -0.0011767 -0.0015428        NaN        NaN
47 2  0.0110279 -0.0078695        NaN        NaN  0.0168518 -0.0105713        NaN        NaN  0.0048082 -0.0006245        NaN        NaN -0.0067413 -0.0050905        NaN        NaN -0.0020149  0.0045243        NaN        NaN -0.0083034 -0.0028692        NaN        NaN  0.0039410 -0.0072978        NaN        NaN -0.0012064 -0.0002203        NaN        NaN  0.0000604  0.0018546        NaN        NaN  0.0001378  0.0000895        NaN        NaN -0.0002089 -0.0004642        NaN        NaN -0.0022510  0.0003288        NaN        NaN  0.0032782 -0.0024340        NaN        NaN  0.0128527  0.0025046        NaN        NaN -0.0049776 -0.0029700        NaN        NaN  0.0017442 -0.0023690        NaN        NaN  0.0011125  0.0004194        NaN        NaN -0.0016152 -0.0028650        NaN        NaN -0.0020058  0.0023630        NaN        NaN
47 3 -0.0340707 -0.0844128        NaN        NaN  0.0034466  0.0025423        NaN        NaN  0.0175415 -0.0279298        NaN        NaN  0.0076299  0.0350047        NaN        NaN -0.0013940  0.0002260        NaN        NaN -0.0035915  0.0274458        NaN        NaN  0.0006311  0.0014896        NaN        NaN  0.0004253  0.0003319        NaN        NaN  0.0002443  0.0003451        NaN        NaN -0.0002522 -0.0001267        NaN        NaN  0.0001232  0.0003491        NaN        NaN  0.0006333  0.0007010        NaN        NaN -0.0007259 -0.0080849        NaN        NaN -0.0018015 -0.0001525        NaN        NaN  0.0022481  0.0294074        NaN        NaN  0.0001005  0.0008139        NaN        NaN -0.0001150  0.0005235        NaN        NaN -0.0005646 -0.0001620        NaN        NaN  0.0002829  0.0018843        NaN        NaN
48 0 -0.0269310        NaN        NaN        NaN -0.0016763        NaN        NaN        NaN  0.0266440        NaN        NaN        NaN  0.0033025        NaN        NaN        NaN -0.0002971        NaN        NaN        NaN -0.0065834        NaN        NaN        NaN -0.0004932        NaN        NaN        NaN -0.0000707        NaN        NaN        NaN  0.0005164        NaN        NaN        NaN -0.0003836        NaN        NaN        NaN -0.0006331        NaN        NaN        NaN -0.0007072        NaN        NaN        NaN  0.0010512        NaN        NaN        NaN  0.0001257        NaN        NaN        NaN -0.0009629        NaN        NaN        NaN  0.0002793        NaN        NaN        NaN  0.0012112        NaN        NaN        NaN -0.0002355        NaN        NaN        NaN -0.0001957        NaN        NaN        NaN
48 1  0.0075836 -0.0072300        NaN        NaN -0.0091698  0.0072049        NaN        NaN -0.0071841 -0.0040526        NaN        NaN -0.0053714 -0.0047976        NaN        NaN  0.0070852  0.0001076        NaN        NaN  0.0009240 -0.0052982        NaN        NaN  0.0112845 -0.0041683        NaN        NaN -0.0014995  0.0002076        NaN        NaN  0.0007295 -0.0002045        NaN        NaN -0.0017702  0.0011491        NaN        NaN  0.0009968  0.0004069        NaN        NaN -0.0000665  0.0002229        NaN        NaN  0.0010267  0.0023587        NaN        NaN -0.0037111  0.0001156        NaN        NaN -0.0017137 -0.0027404        NaN        NaN  0.0003139  0.0009540        NaN        NaN  0.0003487  0.0006414        NaN        NaN -0.0021022 -0.0001723        NaN        NaN -0.0013183 -0.0007497        NaN        NaN
